symbol,timestamp,open,high,low,close,volume,change,change_percent,market_cap,pe_ratio,pb_ratio,dividend_yield,sector,market_sentiment,data_source
RELIANCE,2025-07-05T21:36:19.652970,2704.5822639532294,2770.571098962665,2637.8054819021627,2754.3491199992154,1215011,49.766856045985975,1.840094003028876,109668000000,18.990794959366653,1.7448544042885852,0.642381939325663,Pharma,neutral,mock_training_data
RELIANCE,2025-07-06T21:36:19.652970,2427.757331048817,2507.9962410261573,2359.899408652907,2366.53272502185,4085852,-61.22460602696693,-2.5218585582652633,116786000000,23.234256372457445,1.2717182078133626,0.7512070558063044,Pharma,bullish,mock_training_data
RELIANCE,2025-07-07T21:36:19.652970,2795.3917181228953,2807.3971468479886,2763.7892499541317,2805.849673844679,4428493,10.457955721783495,0.37411414128414205,412660000000,48.02559131728059,3.0622972681336753,0.42088764722102046,FMCG,bullish,mock_training_data
RELIANCE,2025-07-08T21:36:19.652970,1767.0785525133028,1785.3949705362375,1741.1968239183257,1758.7565558146655,5043705,-8.321996698637323,-0.4709466190283962,381883000000,20.22544587175521,4.6567647540491075,0.5048515485384986,Energy,bearish,mock_training_data
RELIANCE,2025-07-09T21:36:19.652970,2515.349747073601,2533.4975343397955,2489.9985077614388,2515.6673322717593,7269288,0.31758519815806113,0.01262588626204149,347999000000,46.368384839385314,4.136716033282036,3.174457933807415,Pharma,neutral,mock_training_data
RELIANCE,2025-07-10T21:36:19.652970,938.8698555462615,947.5993498984261,929.7279113077346,942.5369064646904,1342253,3.6670509184289592,0.3905813885456322,384231000000,33.600586310398405,3.5275930513566163,3.7146135065701573,Banking,neutral,mock_training_data
RELIANCE,2025-07-11T21:36:19.652970,985.387226057632,1012.1073170796346,952.5870418306241,959.086777561739,7866468,-26.300448495892915,-2.669047030487352,156161000000,28.7623667269673,2.209679939280453,2.440135934753784,IT,bearish,mock_training_data
RELIANCE,2025-07-12T21:36:19.652970,1622.5374545378718,1686.6383344654412,1555.8701503890038,1677.1807243289388,6366688,54.64326979106694,3.3677663118495063,98418000000,30.36525428329235,1.600040927336635,3.0604286529653084,IT,bullish,mock_training_data
RELIANCE,2025-07-13T21:36:19.652970,796.1988524615889,801.2965497062002,786.5894595339776,800.5104138329066,1147213,4.311561371317641,0.5415181594381466,326126000000,17.773720404777094,3.8148338144067733,3.986493397930059,Pharma,bullish,mock_training_data
RELIANCE,2025-07-14T21:36:19.652970,450.25858224355,457.10358128743894,445.22360693761755,446.4044701546532,4587335,-3.8541120888967817,-0.8559774851358743,60008000000,12.13286216097889,1.661146772084033,3.430074886312226,IT,neutral,mock_training_data
RELIANCE,2025-07-15T21:36:19.652970,310.0320793226289,311.6436172036897,309.1324320688546,309.56275070638526,7793287,-0.46932861624361205,-0.1513806626943318,366687000000,42.64378598126108,4.977094920994046,0.47253497976605274,Banking,bullish,mock_training_data
RELIANCE,2025-07-16T21:36:19.652970,2857.6927749227516,2923.577458518363,2801.9672312385474,2902.6268095947994,1844105,44.9340346720479,1.5723885739698715,107431000000,49.44387448914838,0.717726806888846,3.326265657714638,FMCG,bearish,mock_training_data
RELIANCE,2025-07-17T21:36:19.652970,2675.9267526712656,2713.6372546689695,2642.8199496458064,2655.863354646018,7069596,-20.063398025247956,-0.7497738122024269,51492000000,32.42616792916316,0.9010507979857445,2.894564699816311,Auto,bullish,mock_training_data
RELIANCE,2025-07-18T21:36:19.652970,630.7178013582914,639.6923159906337,624.6630831480451,627.3865120407295,4686269,-3.331289317561893,-0.5281742976633524,195771000000,46.54065900352102,0.5609149040807069,2.5363232909579345,IT,neutral,mock_training_data
RELIANCE,2025-07-19T21:36:19.652970,2283.510462936406,2294.2900093642334,2257.1904476975337,2289.9686415562173,6390576,6.458178619811572,0.2828179999450008,231650000000,47.08787021876928,1.0680824819727928,1.8017229734186813,Banking,bearish,mock_training_data
RELIANCE,2025-07-20T21:36:19.652970,1819.4105562407315,1867.755980552292,1772.7242684376697,1776.533831699061,3303416,-42.87672454167041,-2.3566272271313164,428622000000,19.41694404799859,1.9907548315164934,2.0609427784788155,IT,bullish,mock_training_data
RELIANCE,2025-07-21T21:36:19.652970,2114.129030353911,2135.0712491632166,2102.236720576357,2108.084262299687,9335951,-6.04476805422367,-0.28592238067946874,71341000000,36.23247741241711,4.179062567891744,4.657865354247573,Auto,bearish,mock_training_data
RELIANCE,2025-07-22T21:36:19.652970,1901.1042297579552,1929.7593684298733,1872.6003036207114,1873.3888800565855,3777109,-27.715349701369547,-1.4578553488831179,70106000000,49.04704324531957,1.8066464942319496,2.78172657700103,Banking,bearish,mock_training_data
RELIANCE,2025-07-23T21:36:19.652970,539.0488723419883,550.1053211451833,525.4155658772664,548.0606005573601,6704685,9.011728215371859,1.6717831494979098,202890000000,36.42180447093212,2.1304115445433096,3.376314011133571,Banking,bearish,mock_training_data
RELIANCE,2025-07-24T21:36:19.652970,1894.840615769168,1942.9969602887572,1845.5022613263302,1854.7000410123887,5603207,-40.14057475677909,-2.118414310033402,461935000000,46.83457990938826,4.367147252394544,3.4351000730237375,Banking,bullish,mock_training_data
RELIANCE,2025-07-25T21:36:19.652970,1008.4857356182655,1053.889265042806,964.0022194352657,970.9834822909401,1757066,-37.50225332732546,-3.718669684934533,112566000000,24.311033571637196,4.491661809234496,3.3551165440648028,Energy,neutral,mock_training_data
RELIANCE,2025-07-26T21:36:19.652970,2947.866911790253,2980.403623888751,2922.5197204169026,2928.384846675793,1571340,-19.482065114459964,-0.6608868614977064,295154000000,21.734654945810647,2.2471331561963925,3.471951119957289,FMCG,bearish,mock_training_data
RELIANCE,2025-07-27T21:36:19.652970,2839.1438877919263,2914.583087960726,2764.191137217778,2886.5108099810054,8887127,47.366922189078956,1.6683522942515394,234609000000,20.886831143430797,1.5465198594288487,2.8303535870935272,Banking,neutral,mock_training_data
RELIANCE,2025-07-28T21:36:19.652970,1463.6038258528097,1480.1840766830453,1444.2440931701813,1456.6116176857695,9307990,-6.992208167040138,-0.4777391288223733,216381000000,31.772883189636335,0.539593041330454,0.7808701578200272,Auto,bearish,mock_training_data
RELIANCE,2025-07-29T21:36:19.652970,1314.5109749999585,1364.186745366642,1264.4257520130625,1274.604599393607,6638503,-39.90637560635151,-3.035834341843572,68987000000,18.84800133286467,4.181986100705811,3.8617630542397476,Energy,bearish,mock_training_data
RELIANCE,2025-07-30T21:36:19.652970,2075.7496449209902,2079.268851805124,2054.5305147479803,2078.4925682822804,3207998,2.7429233612902713,0.13214133833536923,242329000000,29.37891859776027,3.2444556388484433,4.7938157370397585,Energy,bullish,mock_training_data
RELIANCE,2025-07-31T21:36:19.652970,1288.763756528989,1295.3077330852916,1280.4854717797757,1283.8562229615516,8395833,-4.90753356743735,-0.38079388426120453,190381000000,40.03711454219079,2.876775680159241,1.290933988965246,IT,bullish,mock_training_data
RELIANCE,2025-08-01T21:36:19.652970,1114.7911979259984,1160.2159207912198,1062.704223826098,1072.105570376596,7633693,-42.685627549402334,-3.8290244512888476,339144000000,37.37952279540227,3.2429278320768833,0.13840335819309157,Banking,bullish,mock_training_data
RELIANCE,2025-08-02T21:36:19.652970,1946.5606839431603,1980.3705736295947,1903.7159988501728,1922.10927618316,2514228,-24.45140776000015,-1.2561338550447232,420329000000,21.561817531195885,2.3728620985621856,4.026508985311347,FMCG,neutral,mock_training_data
RELIANCE,2025-08-03T21:36:19.652970,1023.7666526697784,1036.2849844316104,1006.7432623337963,1013.5740620192188,6133048,-10.192590650559625,-0.9955970556356167,239467000000,43.035151984277384,2.0203871474526656,0.6822990738342599,Banking,neutral,mock_training_data
TCS,2025-07-05T21:36:19.652970,1160.89164372505,1189.4523527239921,1136.4642008710682,1143.4528625992282,9690927,-17.438781125821908,-1.502188530693927,119024000000,46.433363371589095,1.3353959732682472,0.088879157401629,IT,neutral,mock_training_data
TCS,2025-07-06T21:36:19.652970,1894.9099634497127,1954.2611883845793,1846.7462208794188,1939.3735943260194,9960818,44.46363087630686,2.3464772329002974,240036000000,17.700852718912877,2.8482118584414136,1.5438840173502082,Pharma,bearish,mock_training_data
TCS,2025-07-07T21:36:19.652970,2481.5454537194487,2492.0737177104374,2469.393401504904,2477.64584873312,7359323,-3.8996049863285114,-0.15714420948782595,464434000000,26.346594510232258,3.212418751746133,2.8289207298926216,Auto,bullish,mock_training_data
TCS,2025-07-08T21:36:19.652970,790.4360901909694,809.7481621638067,767.7193990910381,805.977517473437,164669,15.541427282467636,1.9661839173756386,455290000000,35.08772576824164,4.502325765266663,3.5082754969639325,FMCG,bullish,mock_training_data
TCS,2025-07-09T21:36:19.652970,968.623209050799,987.7756912802136,940.831065198643,949.8160540402184,6173809,-18.80715501058054,-1.941637866494092,310931000000,19.93133884005436,3.739896692779081,3.5782869586054695,Energy,neutral,mock_training_data
TCS,2025-07-10T21:36:19.652970,2044.4206340491228,2061.165838345712,2028.7027702146568,2035.8485414198724,1762452,-8.572092629250434,-0.4192920227122139,391718000000,45.391350482497806,2.141044850503655,3.521849320649716,Energy,bearish,mock_training_data
TCS,2025-07-11T21:36:19.652970,1533.6208469354215,1564.1554490970288,1506.4304213447087,1552.3790197635117,1844445,18.758172828090164,1.2231297498057578,103551000000,24.044347623162125,3.8380953553081234,2.283666596329601,FMCG,bullish,mock_training_data
TCS,2025-07-12T21:36:19.652970,707.5966194207081,717.8099003180577,694.7898248631196,701.3071720104681,7462721,-6.289447410240023,-0.8888464469190142,46487000000,46.84043621137167,4.56690450482168,1.0853366888182232,Banking,bearish,mock_training_data
TCS,2025-07-13T21:36:19.652970,1199.0227057868847,1209.9749647254944,1186.2113961520856,1190.8418887068813,6581659,-8.18081708000342,-0.6822904220679108,399386000000,28.7498151393619,4.141755481581667,2.5207226483034146,Banking,neutral,mock_training_data
TCS,2025-07-14T21:36:19.652970,511.64361251885424,517.1116469543448,506.48437684094637,508.49835643660475,4694422,-3.1452560822494946,-0.6147357272311478,252938000000,46.0059046176268,1.8632277567663327,4.685412140179731,FMCG,neutral,mock_training_data
TCS,2025-07-15T21:36:19.652970,2764.5693465811873,2857.4603657450116,2672.556883876079,2693.818849126566,4506903,-70.75049745462148,-2.55918693239203,296110000000,46.31206901982245,1.884647531047552,0.11490107953970041,Banking,neutral,mock_training_data
